id,question
3582,Is there any information available about the prisoners held at Fort 52 Borek during World War II?
3582,How has the function of Fort 52 Borek changed since it was originally built in the late 19th century?
3596,What is the historical significance of the Church of St. Vincent and the Nativity of the Blessed Virgin Mary in Kraków?
3596,Can you tell me about the architectural style of the church located on Nadbrzezie Street in Nowa Huta?
3596,"Where exactly is the Church of St. Vincent located within Kraków, and what is its zip code?"
3596,"Is the Church of St. Vincent a popular tourist destination in Kraków, and what can visitors expect to see there?"
3596,Are there any public transportation options available to reach the historic church in Pleszów?
3598,Can you tell me about the historical significance of Czerwony Most in Kraków?
3598,What recent renovations have been made to restore Czerwony Most?
3598,Is there a specific walking or hiking trail associated with Czerwony Most that I can explore?
3598,How does Czerwony Most relate to the medieval trade route connecting Kraków to Częstochowa?
3598,What is the importance of Czerwony Most in the context of the St. James' Ways pilgrimage trail?
3611,What are the operating hours for the Rydlówka museum during the week?
3611,Is there a website where I can find more information about the Rydlówka museum?
3611,Are restrooms available for visitors at the Rydlówka museum?
3611,Is the Rydlówka museum accessible for wheelchair users?
3611,"What type of museum is Rydlówka, and what can I expect to see there?"
3612,What time can I visit the Chapel of Saint Margaret and Saint Judith during the summer months?
3612,Can you tell me more about the historical significance of the Chapel of Saint Margaret and Saint Judith?
3612,"Are there any guided tours available for the chapel, and are they free of charge?"
3612,Is the chapel wheelchair accessible for visitors with mobility challenges?
3612,"What is the connection between the chapel and John Paul II, and where can I find the monument dedicated to him?"
3613,What kind of exhibitions can I expect to see at the Zwierzyniecki House during my visit?
3613,Could you tell me more about the Emaus Easter Fiesta and its significance in the local culture?
3613,Is the Zwierzyniecki House accessible for visitors with disabilities or mobility challenges?
3613,Are there any educational activities or lectures offered for children at this museum?
3613,Can you provide details on the history of the building and its importance to the local community?
3614,What is the historical significance of the Chapel of Blessed Bronisława in Kraków?
3614,Can you tell me about the architectural style of the chapel and any notable features?
3614,"When was the Chapel of Blessed Bronisława built, and what was its purpose?"
3614,Is the chapel located near any important landmarks or other sites of interest in Kraków?
3614,Who designed the Chapel of Blessed Bronisława and what influenced its design?
3615,What is the historical significance of the Church of the Holy Savior in Krakow?
