phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact:phone,community_centre,addr:street,contact:twitter,social_facility,contact:facebook,zoo,email,wheelchair,cuisine,contact:website,internet_access,opening_hours:reception,guest_house,addr:city,contact:instagram,image,location,outdoor_seating,museum,takeaway,smoking,all_names_concat
+48 12 649 52 25,,,,https://www.arkapana.pl/,,"POLYGON ((20.0295706 50.0851041, 20.0295338 50.0851131, 20.0295191 50.0851156, 20.0294923 50.0851203, 20.0294109 50.0851317, 20.0294002 50.0851328, 20.0293472 50.0851378, 20.0292891 50.0851425, 20.0292882 50.0851331, 20.0293002 50.0851318, 20.0293275 50.0851288, 20.0293213 50.0850985, 20.0292934 50.0851019, 20.0290905 50.0851268, 20.0290665 50.0851298, 20.0290329 50.0851227, 20.0290082 50.0851144, 20.028987 50.0850986, 20.0289733 50.0850827, 20.0289658 50.0850586, 20.0289623 50.0850287, 20.028961 50.0849992, 20.0289644 50.0849742, 20.0289704 50.0849492, 20.0289804 50.0849244, 20.0289857 50.0849141, 20.0289899 50.0849074, 20.0289979 50.0848971, 20.0290102 50.0848881, 20.0290146 50.0849178, 20.0290255 50.084917, 20.029023 50.0848997, 20.0290508 50.084898, 20.0290786 50.0848954, 20.029081 50.084913, 20.0290921 50.0849122, 20.0290878 50.0848805, 20.0290847 50.0848578, 20.0291259 50.0848483, 20.0291575 50.0848438, 20.0291884 50.0848415, 20.0292161 50.0848406, 20.0292494 50.0848413, 20.0292943 50.0848452, 20.0292946 50.0848468, 20.0292948 50.084855, 20.0293444 50.0848566, 20.0293469 50.0848568, 20.0293475 50.084859, 20.0293655 50.0848565, 20.0293677 50.0848634, 20.0293875 50.0848604, 20.029389 50.0848665, 20.0294107 50.0848628, 20.0294118 50.0848707, 20.0294355 50.0848666, 20.0294374 50.0848751, 20.0294478 50.0848735, 20.0294574 50.0848721, 20.0294595 50.08488, 20.029466 50.0848796, 20.0294781 50.0848815, 20.0295399 50.0848898, 20.0295947 50.0849064, 20.0296468 50.0849265, 20.0296974 50.0849506, 20.0297092 50.0849567, 20.0297095 50.0849583, 20.0296721 50.0849627, 20.0296776 50.084982, 20.0296844 50.0850058, 20.029696 50.0850467, 20.0297373 50.0850411, 20.0297385 50.0850434, 20.0297125 50.0850576, 20.0296591 50.0850796, 20.0295706 50.0851041))",,"The Church of Our Lady Queen of Poland (Polish: Kościół Matki Bożej Królowej Polski) colloquially The Ark of the Lord Church (Polish: Kościół Arka Pana) is a Roman Catholic church located on the outskirts of the Nowa Huta district in Kraków, Poland. Built between 1967 and 1977, it was the first new church to be built in Nowa Huta.",,,,,,,attraction,,,Kościół Matki Bożej Królowej Polski,place_of_worship,,,,,,,,Obrońców Krzyża,,,,,kontakt.arkapana@gmail.com,,,,,,,Kraków,,,,,,,,Kościół pw. Najświętszej Maryi Panny Królowej Polski;Arc of the Lord Church;Kościół Matki Bożej Królowej Polski;Q126553;Sanktuarium Matki Bożej Fatimskiej
,,,,https://zzm.krakow.pl/aktualnosci/418-projekt-parku-kieszonkowego-dzielnica-i-stare-miasto.html,,"POLYGON ((19.9315875 50.0707182, 19.9315131 50.0707621, 19.9314329 50.0707995, 19.9313287 50.0708146, 19.9313154 50.0707945, 19.9314695 50.0707564, 19.9314144 50.0706438, 19.9318015 50.0701448, 19.9321014 50.0702303, 19.9321084 50.0702695, 19.9320477 50.0703445, 19.9318048 50.0705556, 19.9315875 50.0707182))",,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skwer Janiny Paradowskiej
,,,06:00-22:00,,,"POLYGON ((19.9414602 50.0705711, 19.9413012 50.0702886, 19.9411463 50.0699882, 19.9409165 50.0694854, 19.9407745 50.0692149, 19.9423529 50.0688382, 19.9424921 50.0688896, 19.9429163 50.0692906, 19.9430418 50.0694638, 19.9431033 50.0695714, 19.9429799 50.0695881, 19.9430134 50.0697322, 19.9430963 50.0697228, 19.9431461 50.0699451, 19.9426035 50.070061, 19.9424306 50.0697209, 19.9414407 50.0699549, 19.9418597 50.070728, 19.9418259 50.0707363, 19.9417996 50.070743, 19.9416835 50.0705208, 19.9415284 50.0705567, 19.9414602 50.0705711))",,"Park Jalu Kurka – a historic park located in the district I Stare Miasto in Krakow, at Kleparz on Szlak Street 71. It is named after Jalu Kurk, a Polish poet and prose writer, representative of the so-called Krakow Avant-Garde. 

The park initially served as the garden of the Montelupich Palace, built in this place in the 15th century. It was common property until the property of the palace was taken over by the Tarnowski family. Stanisław Tarnowski, after remodeling the palace, transferred the palace garden to the city for public use by all residents. In 1948, the Congregation of the Salvatorians purchased the palace along with the park from the Tarnowskis. 

After World War II, the grounds of the palace and park were taken over by the authorities of the Polish People's Republic. The palace housed the headquarters of Radio Kraków, and the park was fully opened to the city's residents. 

After 1989, when a property commission for the Catholic Church was established, the congregation applied to the commission for the return of the palace and the adjacent park. The park was returned to the congregation, while the request for the return of the palace was withdrawn by the congregation when the Tarnowski family began efforts to declare the expropriation invalid. 

After the congregation regained the park, despite numerous protests from local residents, students from the nearby Krakow University of Technology, and councilors from District I, the park was closed. The congregation officially stated that the reason for the park's closure was the lack of funds for repairing the lighting and infrastructure of the park. 

In 2008, the owners of the park applied for development conditions for part of the parkland, wishing to build the European Center for Salvatorian Formation on that site. They also informed that if they received permission for development, the remaining part of the park would be made available to the city's residents. However, the proposal for development was rejected by Jan Janczykowski, the provincial conservator of monuments. 

Currently, an office building is being constructed on a part of the plot that is not protected, which previously served as the entrance to the park. 

Since 2017, the authorities of the city of Krakow have been in discussions with the Salvatorians regarding land exchange or the purchase of the park. Ultimately, in 2022, the Krakow municipality purchased the park area for the amount of 11 million PLN. The park was made available to residents on January 1, 2023. The park is open daily from 6:00 AM to 10:00 PM.",,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park imienia Jalu Kurka
,,,,,,"POLYGON ((19.9105961 50.0706698, 19.9109082 50.0715472, 19.9123679 50.0713919, 19.9123747 50.0713852, 19.9123677 50.0712902, 19.9123713 50.0712599, 19.9124022 50.0711979, 19.9124424 50.071143, 19.9124905 50.0710785, 19.912507 50.071048, 19.9125575 50.070983, 19.9125737 50.0709364, 19.9126552 50.0707103, 19.9126736 50.0706676, 19.9128827 50.0702684, 19.9128977 50.070232, 19.9131574 50.0700228, 19.9136469 50.0696289, 19.9137711 50.069534, 19.913847 50.0694783, 19.9137758 50.0694581, 19.9137193 50.0694353, 19.9136545 50.0694015, 19.9132759 50.0697087, 19.9129813 50.0699955, 19.9126824 50.0700307, 19.9121895 50.0700819, 19.9121626 50.0701152, 19.9122165 50.0703445, 19.9107715 50.0705063, 19.9107918 50.0706504, 19.9105961 50.0706698))",,"Wincenty á Paulo Park – a park in Kraków, in the V Krowodrza district, located between Bydgoska, Stanisława Skarbiński, Juliusz Lea, Misjonarska streets, and Kijowska Avenue. It was established after World War II on the grounds of the former Missionary and parish gardens, near the Church of Our Lady of Lourdes. Originally, it was named after Adam Polewka – a publicist, writer, translator, left-wing political activist, and member of the Legislative Sejm. His monument standing there was removed after 1989, and by a resolution of the Kraków City Council in 1991, the park was named after Wincenty á Paulo. In 2008, a tender was decided for the development of the Wincenty á Paulo Park area in Kraków, and the park was renovated.

In April 2010, a monument to the patron of the park, Wincenty á Paulo – a French Catholic priest, founder of the Congregations of the Blessed Sacrament and Lazarists, saint of the Catholic Church, and pioneer of Missions – was unveiled and consecrated. The bronze sculpture depicts the figure of the Saint blessing a small boy and is placed on a brick pedestal. The author of the monument is Dr. Karol Badyna.",,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Imienia św. Wincentego á Paulo
,,,,,,"POLYGON ((20.0419682 50.0746454, 20.041995 50.074505, 20.0420948 50.074423, 20.0421342 50.0743816, 20.0424882 50.0738371, 20.0458422 50.0747229, 20.0456945 50.0749478, 20.0448948 50.0747453, 20.0447406 50.0749612, 20.0446516 50.0749436, 20.044521 50.0749101, 20.0445086 50.074923, 20.0444894 50.0749318, 20.0444634 50.0749386, 20.0444288 50.0749414, 20.0443776 50.0749282, 20.0442927 50.0750564, 20.0444019 50.0750835, 20.0444254 50.0750928, 20.0444421 50.0751016, 20.0444553 50.0751109, 20.0444681 50.075124, 20.0444805 50.0751418, 20.0444869 50.0751599, 20.0443976 50.0752852, 20.0419682 50.0746454))",,"Swedish Park is a city park in Krakow, in Nowa Huta in District XVIII in the Szklane Domy estate, between Aleja Przyjaźni (to the west), Aleja Solidarności (to the south), the Church of Our Lady of Częstochowa and Blessed Wincenty Kadłubek (to the east), and a residential block in the Szklane Domy estate 1, known as the ""Swedish block"" (to the north). The area of the park is 2.39 ha.",,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Szwedzki
,,,,,,"POLYGON ((19.9071111 50.0034325, 19.9075277 50.0034125, 19.9078038 50.0034104, 19.9080737 50.0034084, 19.9080855 50.0034854, 19.9081541 50.0034859, 19.9089618 50.0034908, 19.9094643 50.0034938, 19.9095242 50.0034942, 19.909482 50.0031384, 19.9094661 50.0030041, 19.909662 50.0030002, 19.9097961 50.0030777, 19.9098646 50.0030632, 19.910048 50.0030562, 19.9100291 50.0027661, 19.9102168 50.0027606, 19.9104084 50.0027551, 19.9105991 50.0027495, 19.910786 50.0027441, 19.9109724 50.0027387, 19.9111605 50.0027332, 19.9113481 50.0027278, 19.9115368 50.0027223, 19.9117276 50.0027168, 19.9117444 50.0028103, 19.9124504 50.0027016, 19.9126733 50.0026807, 19.9132707 50.002656, 19.9133898 50.0026545, 19.9135574 50.0026523, 19.9144325 50.0026026, 19.9148748 50.0025967, 19.915203 50.0025662, 19.9161968 50.0023625, 19.9166293 50.0023021, 19.9164992 50.0022524, 19.9162846 50.0021709, 19.9160696 50.0020943, 19.915863 50.0020182, 19.915644 50.0019046, 19.9154661 50.0018122, 19.9152436 50.0017289, 19.9150476 50.0016593, 19.9148526 50.0015947, 19.9146484 50.0015502, 19.9144425 50.0015065, 19.9142427 50.0014682, 19.9140215 50.0014566, 19.9138157 50.0014524, 19.9135983 50.0014514, 19.913385 50.0014625, 19.9131575 50.001493, 19.9129338 50.0015213, 19.9128879 50.0015286, 19.9128639 50.0015324, 19.9127911 50.0015409, 19.9125674 50.0015698, 19.9123409 50.0015987, 19.9122137 50.0016153, 19.9120829 50.0016323, 19.9118226 50.001665, 19.9115633 50.0016991, 19.911303 50.0017332, 19.9113055 50.0017422, 19.9110566 50.0017684, 19.9107858 50.0017974, 19.9105296 50.0018312, 19.9102701 50.0018648, 19.910014 50.0018966, 19.9097025 50.0019225, 19.9093659 50.0019245, 19.9093222 50.0019306, 19.9090341 50.0018948, 19.9087012 50.0018274, 19.9084234 50.0017267, 19.9081751 50.0015932, 19.9082504 50.001848, 19.9081421 50.0018594, 19.9081076 50.0018706, 19.9073605 50.0019553, 19.9072406 50.0019484, 19.9071488 50.0019251, 19.9071359 50.0019259, 19.9072718 50.0021637, 19.9074184 50.0024059, 19.9074519 50.0024633, 19.9075637 50.0026551, 19.9072039 50.0027516, 19.9069116 50.0028299, 19.9068479 50.002847, 19.906616 50.0029092, 19.9063855 50.0029709, 19.9061515 50.0030337, 19.9059728 50.0030816, 19.9057923 50.00313, 19.9056246 50.0031749, 19.9056721 50.003258, 19.9058026 50.0034854, 19.9058522 50.0036173, 19.9058863 50.0036544, 19.9059629 50.0036721, 19.9059802 50.0036767, 19.9063595 50.0035958, 19.9066611 50.0035314, 19.9067265 50.003517, 19.9071111 50.0034325))",,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Maćka i Doroty
,,,,,,"POLYGON ((20.0171829 50.0150446, 20.0166243 50.0150423, 20.0163721 50.0160673, 20.0163465 50.0161913, 20.0164562 50.0162649, 20.0175091 50.0160589, 20.0174011 50.0158355, 20.0173352 50.0156993, 20.0172285 50.0153359, 20.0171829 50.0150446))",,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((19.9472986 50.0661503, 19.9473191 50.0656543, 19.9473484 50.0648699, 19.9471211 50.0648654, 19.9471199 50.0648924, 19.9471157 50.0649841, 19.9471578 50.0649843, 19.9471543 50.0651165, 19.9471239 50.0651156, 19.9471235 50.0651183, 19.9469609 50.0651109, 19.9469604 50.0651744, 19.9469644 50.0651745, 19.9469631 50.0652232, 19.9469622 50.0652554, 19.9469583 50.0652555, 19.9469568 50.0653204, 19.9469748 50.0653206, 19.9469622 50.0655123, 19.9469456 50.0655123, 19.9469418 50.0656196, 19.94694 50.0656689, 19.9469401 50.0657201, 19.9469543 50.0657203, 19.9469539 50.0658521, 19.9469493 50.0658522, 19.9469498 50.0658583, 19.9470296 50.0658587, 19.9470254 50.0659751, 19.9470755 50.0659756, 19.9470742 50.0660703, 19.9470731 50.0661471, 19.9472986 50.0661503))",,,,,,dawny budynek dworca PKP Kraków Główny,,,attraction,,,,,,,,,,,,Plac Jana Nowaka-Jeziorańskiego,,,,,,,,,,,,Kraków,,,,,,,,Zabytkowy Dworzec Główny
,,,,,,"POLYGON ((20.0003134 50.0878367, 19.9988842 50.0877808, 19.9975816 50.0877673, 19.997582 50.0877943, 19.9975828 50.087842, 19.9977122 50.0879114, 19.9977483 50.0881728, 19.9973212 50.0884865, 19.9966749 50.0883475, 19.9966599 50.0883443, 19.9964366 50.0885775, 19.9963363 50.088779, 19.9962862 50.0893477, 19.9960524 50.0895465, 19.995747 50.0897277, 19.9957083 50.0898858, 19.9956349 50.0902206, 19.994909 50.0910188, 19.9943723 50.0921167, 19.9946414 50.0923021, 19.9942532 50.0927178, 19.9946985 50.0929527, 19.9947483 50.0931436, 19.99541 50.0931017, 19.9955265 50.091851, 19.9965577 50.0918872, 19.9977086 50.0920604, 19.9979584 50.0913511, 19.9989093 50.0905776, 19.9988556 50.0898342, 19.9990058 50.0893936, 19.9994779 50.089015, 20.0001615 50.0888053, 20.0012218 50.0884969, 20.0011372 50.0883038, 20.0011271 50.0879571, 20.0011197 50.0879278, 20.0010998 50.0879046, 20.0010747 50.0878866, 20.0010425 50.0878753, 20.0008631 50.0878651, 20.0003134 50.0878367))",,"Park Tysiąclecia – a city park in Krakow, located in District XV Mistrzejowice, in the Tysiąclecia estate, covering an area of 10.99 hectares. The park is bordered to the south by General Tadeusz Bora-Komorowski Avenue, to the east and north by the blocks of the Tysiąclecia estate, and to the west it borders the Oświecenia estate.",,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Tysiąclecia;Q9363732
,,,,,,"POLYGON ((20.0557809 50.0969114, 20.0560482 50.0968393, 20.0561926 50.096808, 20.0562014 50.0968354, 20.0565493 50.0967958, 20.0567285 50.0967858, 20.0567258 50.0967576, 20.0568567 50.0967569, 20.0568584 50.0969676, 20.0567293 50.0972803, 20.0567291 50.0973368, 20.0567629 50.0973578, 20.0568504 50.0974384, 20.0575026 50.0979441, 20.0575366 50.0979702, 20.0575518 50.0980068, 20.0575733 50.0980394, 20.0575826 50.098071, 20.0575749 50.0981155, 20.0575039 50.0982441, 20.0574853 50.0982752, 20.0574424 50.098347, 20.0573944 50.0984273, 20.0573555 50.0984923, 20.0572983 50.0985881, 20.0572542 50.0986619, 20.0571947 50.0987614, 20.0571513 50.0988339, 20.0570928 50.0989318, 20.05706 50.0990402, 20.0570244 50.0991194, 20.0569385 50.0991722, 20.0568424 50.0992198, 20.0566865 50.0992355, 20.0564765 50.0992967, 20.0560179 50.0994411, 20.0555749 50.0995752, 20.055213 50.0996849, 20.0546629 50.1000102, 20.0526492 50.0993408, 20.0506216 50.0990862, 20.0507138 50.0981312, 20.0510081 50.0981251, 20.051268 50.0981238, 20.0531799 50.0980919, 20.0549383 50.0972328, 20.0557809 50.0969114))",,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((20.0592052 50.0969794, 20.0594293 50.0970472, 20.0598285 50.0970531, 20.0602279 50.0969274, 20.0605902 50.0966794, 20.0603055 50.0957483, 20.0613262 50.0956291, 20.0612463 50.0953403, 20.0609733 50.0951755, 20.0595899 50.0944204, 20.0597611 50.0942334, 20.0592425 50.0939276, 20.0582788 50.0936919, 20.0578979 50.093285, 20.0580374 50.0930702, 20.0594545 50.0927745, 20.060187 50.0920988, 20.0598727 50.0919791, 20.0589151 50.092733, 20.0583147 50.0929323, 20.0570812 50.0926126, 20.0568996 50.0928828, 20.0574338 50.093083, 20.0572365 50.0934043, 20.0567486 50.0935524, 20.0565407 50.0935339, 20.0563494 50.093673, 20.0561971 50.0938387, 20.0560371 50.0939655, 20.0560379 50.0941163, 20.0570671 50.0940828, 20.0578425 50.0941356, 20.0584844 50.0953665, 20.0583834 50.0955767, 20.0592709 50.0960427, 20.059216 50.0965761, 20.0592052 50.0969794))",,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Zielony Jar Wandy
,,,,,,"POLYGON ((20.0518884 50.0661618, 20.0520215 50.0661609, 20.0520468 50.0661722, 20.0520684 50.0661853, 20.0520981 50.0663858, 20.0521003 50.0664039, 20.0521264 50.0665791, 20.0515885 50.0666571, 20.0515999 50.0667034, 20.0508794 50.0668887, 20.0508477 50.0668194, 20.0503372 50.0668957, 20.0503255 50.0668974, 20.0503147 50.066899, 20.0503 50.0669012, 20.0501707 50.0665626, 20.0501627 50.0665415, 20.0500107 50.0661706, 20.0508642 50.0661649, 20.0509508 50.0661647, 20.0509513 50.0662291, 20.0509671 50.066229, 20.0509666 50.0661646, 20.0518504 50.066162, 20.0518884 50.0661618))",,"Park przy ulicy Klasztornej is a historic municipal park in Krakow, located in the XVIII Nowa Huta district between Klasztorna Street (to the east), Wacław Sieroszewski Street (to the south), the buildings of the Stefan Żeromski Hospital in the Młodości estate (to the west), and the plot where the Rogoziński villa is located (to the north). The park is situated on a trapezoidal area measuring 45 to 85 meters in width and 135 meters in length. It covers an area of 88 ares. The terrain of the park is generally flat, slightly sloping to the southwest.",,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Rogozińskich
,,,,,,"POLYGON ((19.9286521 50.063542, 19.9286824 50.0635434, 19.9288362 50.0635503, 19.9289706 50.0635563, 19.9290918 50.0635618, 19.9290664 50.0636981, 19.9290645 50.0637243, 19.9289315 50.0637145, 19.9287917 50.0637008, 19.9287819 50.0637365, 19.9286085 50.0637114, 19.9285766 50.0637069, 19.9286357 50.0635778, 19.9286521 50.063542))",,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"POLYGON ((20.0101417 50.0193583, 20.0095255 50.0200367, 20.0092845 50.0207648, 20.0085323 50.0208432, 20.0083517 50.0208772, 20.0081659 50.0206035, 20.007939 50.0206509, 20.0076511 50.0201851, 20.0075884 50.0199559, 20.0076133 50.0196885, 20.0079512 50.019372, 20.0086327 50.0188606, 20.0095688 50.0181773, 20.0101617 50.0178574, 20.0102165 50.0178983, 20.0119139 50.0171439, 20.0118911 50.0170888, 20.0123501 50.0168873, 20.0124657 50.016812, 20.0125814 50.016708, 20.0126839 50.0166018, 20.0127484 50.016495, 20.0127943 50.0163645, 20.0134638 50.0164605, 20.0135263 50.0165596, 20.0132585 50.0176182, 20.0137604 50.0178209, 20.0136179 50.0179947, 20.0135515 50.0181446, 20.0130038 50.0180482, 20.0128322 50.0184432, 20.0124714 50.0182203, 20.0125142 50.0179855, 20.0121886 50.0179336, 20.0120206 50.0179418, 20.0116443 50.0181443, 20.0114745 50.0183148, 20.011352 50.0183963, 20.0110907 50.0185238, 20.0109096 50.0186676, 20.0107706 50.0188298, 20.0106851 50.0189702, 20.0105857 50.0191192, 20.0101417 50.0193583))",,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Aleksandry II
,,,,,,"POLYGON ((20.0059081 50.0940615, 20.006702 50.0940202, 20.007512 50.0940486, 20.0079959 50.0941315, 20.0078755 50.0945655, 20.0078483 50.0947079, 20.0074821 50.0955661, 20.0077615 50.0956473, 20.0077344 50.0957481, 20.007174 50.0964927, 20.0069419 50.0968143, 20.0068449 50.0971594, 20.0069858 50.0982799, 20.0069772 50.0985196, 20.0066772 50.0990672, 20.0067033 50.0993903, 20.0066443 50.0993627, 20.0058628 50.0989977, 20.0058233 50.1001091, 20.0049773 50.0999934, 20.0048269 50.099956, 20.0048331 50.1006655, 20.0043985 50.1006452, 20.0034444 50.1004707, 20.0034203 50.1003174, 20.0033837 50.1003158, 20.0033806 50.100259, 20.0033391 50.1002495, 20.0032957 50.1001537, 20.0032982 50.1000611, 20.0033242 50.0999705, 20.0029139 50.0999982, 20.0027492 50.0999038, 20.0025161 50.0999094, 20.0024338 50.0998566, 20.0021573 50.0998771, 20.0018384 50.0999688, 20.0018779 50.0997444, 20.0024889 50.0994832, 20.0028141 50.0992828, 20.0031201 50.099093, 20.0035018 50.0987019, 20.003033 50.0979362, 20.0022798 50.0974367, 20.0030068 50.0971088, 20.0032696 50.0974381, 20.0034684 50.0973705, 20.0039554 50.0979592, 20.0037566 50.0980269, 20.0035453 50.0981079, 20.0040249 50.0986584, 20.005066 50.0982898, 20.0059754 50.0979516, 20.0061466 50.0977827, 20.0062644 50.097619, 20.0063219 50.0974307, 20.0062373 50.0966562, 20.0059555 50.0962598, 20.0052827 50.0957287, 20.0051676 50.0954721, 20.004482 50.0950946, 20.0051124 50.0945681, 20.0060195 50.0944739, 20.0059081 50.0940615))",,"Planty Mistrzejowickie – a city park in Kraków, located in District XV Mistrzejowice. The area of the park is 10.51 ha.  
The vast park stretches approximately 0.7 km between Srebrnych Orłów Street (to the south), the Złotego Wieku housing estate (to the west) and the Bohaterów Września housing estate (to the east), as well as allotment gardens (to the north). On the eastern side, a long stretch along the park's boundaries runs Obrońców Warszawy Street, while on the western side, a shorter stretch is Wawelska Street.",,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planty Mistrzejowickie
